"(Intercept)","residual.sugar","chlorides","total.sulfur.dioxide","density","pH","sulphates","alcohol","residual.sugar_times_chlorides","residual.sugar_times_total.sulfur.dioxide","residual.sugar_times_density","residual.sugar_times_pH","residual.sugar_times_sulphates","residual.sugar_times_alcohol","chlorides_times_total.sulfur.dioxide","chlorides_times_density","chlorides_times_pH","chlorides_times_sulphates","chlorides_times_alcohol","total.sulfur.dioxide_times_density","total.sulfur.dioxide_times_pH","total.sulfur.dioxide_times_sulphates","total.sulfur.dioxide_times_alcohol","density_times_pH","density_times_sulphates","density_times_alcohol","pH_times_sulphates","pH_times_alcohol","sulphates_times_alcohol"
5.63704168621185,0,-0.126938229678323,-0.0991538257256767,0,-0.125233740231837,0.29295388192327,0.354407886733898,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0949640465360909,0,0,0,0,0.0436928981459027,0,0.0258806691124535
5.64377833919331,0,-0.12204663461299,-0.0977895361359441,0,-0.123237574252754,0.287463459288152,0.315592958277345,0,0,0,0,0,-0.037428068816603,0,0,0,0,0,0,0,-0.0908715797415414,0,0,0,0,0.0494589200290385,0,0
5.64881717674731,0,-0.0797581986158711,-0.0870045696738393,0,-0.103269421715475,0.27446782183156,0.329694848761243,0.0351315652943352,0,0,0,0,-0.0135506824108313,0,0,0,0,0,0,0,-0.100446145801045,0,0,0,0,0.0457990039563864,0,0
5.63190934359266,0,-0.131202570622767,-0.102084739465858,0,-0.102947412943235,0.30644497229205,0.357701324636915,0.0163217218808757,0,0,0,0,0,-0.0166154860217345,0,0,0,0,0,0,-0.0504997928401456,0,0,0,0,0.0669308820287138,0,0
5.65029826183049,0,-0.0851239963144923,-0.0851341591343873,0,-0.122471464861644,0.304520556579961,0.31733589493401,0,0,0,0,0,0,0,0.0293622938184564,0.0367349175763262,0,0,0,0,-0.0804770704881316,0,0,0,0,0.0328154413602285,0,0
5.63137402215808,0,-0.134458682663909,-0.103555293002843,0,-0.131197089017862,0.295633272908356,0.325918029406218,0,0,0,0,0,-0.070753272300966,0,0,0,0,0,0,0,-0.100070442341345,0,0,0,0,0.0566379616843561,0,0
5.63487263465426,0,-0.0906960909029393,-0.0631068257789995,0,-0.101968824376486,0.241535484727126,0.368004208634475,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0847022969292272,0,0,0,0,0.049067031546098,0,0
5.64124012522212,0,-0.0871152960618469,-0.0938122059498623,0,-0.131580877678534,0.274609508266595,0.375815874453101,0,0,0,0,0,-0.0645386525457403,0,0,0,0,0,0,0,-0.0925034032407858,0,0,0,0,0.0340236930778842,0,0.041559668463569
5.62600171693925,0,-0.100106654723155,-0.0935299694511926,0,-0.114906908984422,0.298362296889234,0.331774904510533,0,0,0,0,0,-0.0256195758735635,0,0,0.00152832521561131,0,0,-0.0326142712521641,0,-0.102344365926181,0,0,0,0,0.0579762872761164,0,0
5.67548592790562,0,-0.106094555615782,-0.108649899516268,-0.0459953776572249,-0.138801425949777,0.312178473292038,0.313011030108871,0,0,0,0,0,0,0,0,0,0,0,0,0.00503807045013266,-0.0899008245126672,0,0,0,0,0.0835110143764457,0,0
5.68165448322143,0,-0.105355822182093,-0.103329198878773,0,-0.10101771902175,0.259218403216363,0.351118034594788,0,0,0,0,0,-0.0513347338824068,0,0,0,0,0,0,0,-0.0768064318313094,0,0,-0.0894362295217448,0,0,-0.0404074103676451,0
5.68529139405348,0,-0.0594078389092067,-0.0924103447663794,0,-0.0992927299841179,0.272368983666308,0.326079651316367,0,0,0,0,0,0,0,0,0,-0.0215919446045146,0,0,0,-0.113273299642579,0,0,0,0,0,0,0
5.6526526423712,0,-0.0752411259943031,-0.107808129305229,0,-0.134586826059543,0.26597023583395,0.337223634455104,0,0,0,0,0,-0.0667337588945641,0,0,0,-0.0166388777465844,0,0,0,-0.112406110999414,0,0.0194095939509292,0,0,0,0,0.0287827437345605
5.66055681363473,0,-0.135266916529373,-0.0957274611413276,0,-0.140952919304944,0.278032372817913,0.349024841967867,0,0.00253594421893059,0,0,0,0,0,0,0,0,0,0,0,-0.0879040367911569,0,0,-0.0328222413886805,0,0.0428116717417421,0,0
5.6338304328651,0,-0.122974614158832,-0.106907423800978,0,-0.125088991834238,0.244677519145015,0.370368813607754,0,0,0,0,0,-0.0470088879382645,-0.0300787799585259,0,0,0,0,0,0,-0.128592002381346,0,0,0,0,0,0,0
5.62103712765531,0,-0.117666470092644,-0.120500154049865,0,-0.0996161580965589,0.272477855137293,0.321046408769352,0,0,0,0,0,0.00123477498219084,0,0,0.0175670679446764,0,0,0,0,-0.115665081561554,0,0,-0.0347806959986518,0,0,0,0
5.64574080514396,0,-0.157802281802531,-0.0973518023051195,0,-0.142123491083038,0.280240358828135,0.319359294309403,0,0,0,0,0,-0.0267432609120818,0,0,0,0,0,0,0,-0.0956700354765148,0,0.011745980822836,-0.0312943874809394,0,0,0,0
5.62579928736792,0,-0.0930449589093341,-0.10316626445745,0,-0.121108841079666,0.282113132637667,0.317572837123517,0,0,0,0,0,-0.0230984553677193,0,0,0,0,0,0,-0.0094466527739347,-0.0942772062811455,0,0,-0.0194042653461547,-0.0512064935120013,0.0351265539987861,0,0
5.62854674823949,0,-0.121401374053745,-0.0787292581868399,0,-0.131540652927521,0.232419128837437,0.339372366163626,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107045044248902,0,0,0,-0.0392731340452004,0,-0.0218780843436056,0
5.64555048942915,0,-0.106173887889814,-0.0998279537706253,0,-0.107132679203974,0.260662144434311,0.329260713332475,0,0,0,0,0,-0.060413775387174,0,0,0,-0.00682744918115775,0,0,0,-0.0995229034046406,0,0,0,0,0,0,0.0629219409793667
5.62158147738023,0,-0.117256269976128,-0.110584117702172,0,-0.125836974767243,0.296656364587774,0.328079251447618,0,0,0,0,0,-0.0676191490428562,-0.0755744679344357,0,0,0,0,0,0,-0.109520694514674,0,0.0122280719578818,0,0,0,0,0.0650907114067401
5.64437629372289,0,-0.125590667631348,-0.0870142037993684,0,-0.104748033667818,0.221787820929828,0.336277366613942,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102724139240145,0,0,0,0,0,0,0
5.6508340503152,0,-0.11512049828458,-0.108162138073995,0,-0.133740181352892,0.247295235346437,0.301951209232846,0,0,0,0,0,-0.0407961760808756,0,0,0,0,0,0,0,-0.0877497468149312,0,0,-0.0506602379751022,-0.0507623156052646,0,-0.0557091549321998,0
5.59688860001099,0,-0.120137928462906,-0.128514447250083,0,-0.14140112278874,0.264259038536539,0.273384489229485,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125820545402967,0,0,0,-0.0422438667269082,0,0,0.0476982311778745
5.63877116689027,0,-0.0794576984996923,-0.0796012175514862,0,-0.119422957821642,0.239652319348183,0.33358760132072,0,0,0,-0.0480879075760353,0,0,0,0,0,0,0,0,0,-0.0761404723994221,0,0.0278896166539427,0,-0.0460723474266614,0,0,0.0850952622158265
5.63566534320614,0,-0.145230291874762,-0.0955253481547541,0,-0.146493203982017,0.250851300507602,0.328831355217254,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111917739289693,0,0,-0.0185566330694291,-0.02868877341217,0,0,0.0416352883522462
5.62700021857883,0,-0.0357608211792338,-0.13930720027129,0,-0.108364586541321,0.265959631810883,0.323973340765135,0,0,0,0,0,0,0,0,0,-0.0303737564129975,0,0,0,-0.116837736898453,0,0,-0.0591057425277046,-0.0407445834074127,0,0,0
5.63401730188677,0,-0.0859242536873442,-0.117611807230561,0,-0.114058675796476,0.270278631119451,0.314001395051205,0,0,0,0,0,0,0,0,0,-0.0182469641742504,0,0,0,-0.115388863899845,0,0.00886218498510615,0,0,0,-0.00614391910848532,-0.00150881290384976
5.65694304483365,0,-0.13605641354816,-0.0718522619255012,0,-0.121272478961015,0.258045553167657,0.359611152267383,0,0,0,0,0,-0.0436424635639133,0,0,0,0,0,0,0.0628583517170571,-0.0865962999720559,0,0.0570394617647851,0,0,0,0,0
5.60568104094192,0,-0.130561742210638,-0.11415899893491,0,-0.140618649828907,0.288397670242011,0.353462417129574,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113924963274349,0,0,0,0,0.0306831952823465,0,0.0490577895836802
5.64467204709905,0,-0.117220438768712,-0.113204919626791,0,-0.147904420289156,0.31002582111192,0.315750217587094,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0659821898932516,0,0,-0.0211633372768716,-0.0224553932040529,0.0698747806977102,0,0
5.65933995963827,0,-0.158091081299581,-0.094773931562163,0,-0.137793683947731,0.277488785053925,0.338548156629181,0,0,0,0,0,-0.0617410246916374,0,0,0,0,0,0,0,-0.115372563272581,0,0.0278208397829175,-0.0327712890154995,0,0,0,0
5.63542740435344,0,-0.086740536153182,-0.0983192411992726,0,-0.0960853233634249,0.296581662120926,0.333673746943615,0,0,0,0,0,-0.0704174333859041,-0.0108328486440648,0,0,0,0,0,0,-0.0947789965585709,0,0,0,0,0.022674869310559,0,0.0619131748799253
5.64758811336177,0,-0.12534494969108,-0.099486976082444,0,-0.124784510563356,0.284099541520801,0.333249715133806,0,0,0,0,0,-0.0577986278244564,0,0,0,0,0,0,0,-0.10421665745927,0,0,0,0,0,0,0.0248984300602246
5.6149071672578,0,-0.0985038087262635,-0.109215352556881,0,-0.118020921474932,0.249277905509545,0.328523817835504,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135667110530668,0,0,0,0,0,0,0.0514679748603611
5.65316641770392,0,-0.107976502087693,-0.112916364415176,0,-0.0901788589459434,0.284045590411055,0.318461522053218,0,0,0,0,0,-0.0455925796730986,0,0,0,0,0,0,0,-0.0635717191947423,0,0,-0.0542025650194307,0,0.0563687524127442,0,0
5.65666545377805,0,-0.147307063082581,-0.102645897194984,0,-0.123914344450524,0.292621283916333,0.344224615006224,0,0.0121805726133596,0,0,0,0,-0.0215370831501915,0,0,0,0,0,0,-0.103762410583626,0,0,-0.0887491933825326,0,0,0,0
5.65739403648203,0,-0.147845729233531,-0.106681587458072,0,-0.143057114734183,0.265436731627419,0.314595519939602,0,0,0,0,0,-0.0405415139307292,0,0,0,0,0,0,0,-0.0947083169224618,0,0,0,0,0.0245676118099226,0,-0.00828106484823502
5.63854042609678,0,-0.150120350063187,-0.0844992859353705,0,-0.109214607659773,0.285123917489084,0.354713527196583,0,0,0,0,0,-0.0528494346824707,0,0,0,0,0,0,0,-0.126547141646129,0,0,0,0,0,0,0
5.65068842192031,0,-0.0983633509963697,-0.105649813431255,0,-0.120337475256432,0.28494555098802,0.330453070247031,0,0,0,0,0,0,0,0,0,0,0,-0.00936474196846088,0.00888733233124511,-0.079343247812038,0,0.017149793311166,0,0,0.0580220226006548,0,0
5.63727315136793,0,-0.100081722541341,-0.104630524550467,0,-0.139649679649713,0.289763882955135,0.341218946905983,0,0,0,0.00324449475932828,0,-0.0497397126768417,0,0,0,0,0,0,0,-0.0666605669157854,0,0,0,0,0.0762035292102125,0,0
5.6418598498554,0,-0.121550502087465,-0.124631886508412,0,-0.14756974941901,0.25337517981229,0.317048398259902,0,0,0,0,0,-0.0759615483209388,0,0,0,0,0,0,0,-0.103293960812905,0,0,-0.0385099534788288,0,0,0,0
5.65900331484243,0,-0.163433091623161,-0.0972521746727748,0,-0.102479615115141,0.275000465376219,0.333569313187755,0,0,0,0,0.0220089369688535,-0.034896272756157,0,0,0,0,0,0,0,-0.11486342098401,0,0,-0.0681089669658598,0,0,0,0
5.67921523130886,0,-0.124514987342651,-0.102143649287972,0,-0.142524541990992,0.248861282439027,0.353860246766208,0,0,0,-0.0186083422986859,0,-0.0523288049694881,0,0,0,0,0,0,0,-0.108450416451643,0,0.0434481220143313,-0.0672953154960986,0,0,0,0
5.65443494100307,0,-0.114454493435788,-0.0542764716843581,0,-0.106962932548543,0.227470334116886,0.331340353325916,0,0,0,0,0,-0.0628895432750793,0,0,0,0,0,0,-0.00834692680103338,-0.0900618223388622,0.0160509867475345,0.040145295892171,0,-0.000177817647051846,0,0,0
5.64617622368149,0,-0.0659811271037649,-0.11365730163774,0,-0.136735391670298,0.271474677566935,0.336334054728536,0,0,0,0,0,0,0,0,0,-0.0211572593369332,0,0,0,-0.140674786449401,0,0,0,0,0,0,0
5.64513897156667,0,-0.0986098174068798,-0.0849820709948425,0,-0.123988894776513,0.231738214447266,0.343523390988193,0,0,0,0,0,-0.0293214584549321,0,0,0,0,0,0,0,-0.100349469058263,0,0,0,0,0,0,0.0268394682352697
5.62558661459242,0,-0.109282204933109,-0.0683592989204065,0,-0.124468492256845,0.245704032567146,0.363863757765412,0,0,0,0,0.00271055530433118,-0.0411919214128731,0,0,0,0,0,0,0,-0.110638032441565,0,0,0,0,0,0,0.0712556917244168
5.65251987995223,0,-0.163288168877415,-0.122876719844449,0,-0.129845247910473,0.289307526510723,0.32132453146987,0,0,0,0,0,-0.0294304736205686,0,0,0,0,0,0,0,-0.127051485396727,0,0,0,0,0,0,0
5.63627558187383,0,-0.104011274356859,-0.0855246672896139,0,-0.0993192190795968,0.307713214295965,0.32362625137156,-0.00112184631329188,0,0,0,0,-0.043119303559515,0,0,0,0,0,-0.00321764984594025,0,-0.083364483860584,0,0,0,0,0.0578577112390028,0,0
5.65210367201768,0,-0.0934297075977161,-0.110228573448326,0,-0.0833939184856144,0.288667626894732,0.344646956248544,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071838190960806,0,0.0140307159781264,0,0,0.0577363983371291,0,0
5.6383532957169,0,-0.0545796335019746,-0.0883747936127688,0,-0.118436552061761,0.257695201340381,0.363409849953668,0.032178182566938,0,0,0,0,0,0,0,0,-0.0213983651469017,0,0,0,-0.119896693269714,0,0,0,-0.0200796638361293,0,0,0
5.62354980016805,0,-0.0803999141958411,-0.0877295303056955,0,-0.0861803796367796,0.304440721496169,0.306403744726439,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0871561505418487,0,0,0,-0.0545415379864613,0.0412250442178153,-0.0447586542426436,0.078276992334949
5.64733327911043,0,-0.0987817519183845,-0.0673905434090254,0,-0.103949949952533,0.254449217686272,0.343944660301191,0,0,0,0,0,-0.0518208515273506,0,0,0,0,0,0,0.0311546951904453,-0.0910621298281474,0,0,-0.0602151086879178,0,0,-0.0461540901460476,0
5.64643264262545,0,-0.139853343742418,-0.106554096423368,0,-0.1469967268493,0.306768310579534,0.373075108864903,0,0,0,0,0,-0.0551997865061654,0,0,0,0,0,0,0,-0.100460044959689,0,0,0,0,0.0509962254240201,0,0
5.64090002612106,0,-0.111138721248324,-0.0988388139578566,0,-0.123327810956075,0.316826036499444,0.311853951639885,0,0,0,0,0.0359133662507216,-0.0481538238682,0,0,0,0,0,0,0,-0.0927324202737977,0,0,0,0,0.0243632249649763,0,0.0498263403507696
5.63047016450441,0,-0.158196321835717,-0.0800918724837728,0,-0.119588241388947,0.263063766933244,0.342169578577547,0,0,0,0,0,-0.0729500071330229,0,0,0,0,0,0,0,-0.118711337190258,0,0,-0.0375213411578502,0,0,0,0
5.66779597253464,0,-0.119324976079955,-0.0752820407771676,0,-0.134921346853054,0.322097211559403,0.310897259984206,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101653703193029,0,0,0,-0.0106418110768393,0.0746086896125783,0,0
5.5979733291528,0,-0.140374834390591,-0.140568794325941,0,-0.127866846446077,0.302518176625657,0.31936138621101,0,0,0,-0.00350544968450097,0,0,0,0,0,0,0,0,0,-0.112341601053018,-0.00976556989036309,0.0485302906933273,0,-0.0443031803714342,0,0,0.0430059662277253
5.63849689648269,0,-0.0824260471355447,-0.0901360914481952,0,-0.0968912331699288,0.30365288335477,0.292717441817875,0,0,0,0,0,0,0,0,0.0218260913327548,0,0,0,0,-0.0904260244285165,0,0.0207744485219431,0,-0.0688800665454908,0.0395807277495571,0,0
5.6600367239468,0,-0.121026951765522,-0.106262507752802,0,-0.111503331330026,0.312302641007863,0.325239668182903,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100036542196193,0,0,0,0,0.0736940990696343,0,0
5.65692039496913,0,-0.113620995850922,-0.0955386342035118,-0.0432423290821532,-0.135505662977725,0.275857146521138,0.321475920099441,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105398049170783,0,0,0,0,0.0380732677940225,0,0
5.6758005948427,0,-0.11359271461676,-0.0756334026386692,0,-0.156143886011463,0.273780974148495,0.34659926240091,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107656221048901,0,0,0,0,0.0585111252567304,0,0
5.65260654501724,0,-0.0983266971394043,-0.117916894168997,0,-0.159197376715357,0.309839804645022,0.327420776192447,0,0,0,0,0,-0.0473698787964931,0,0,0,0,0,0,0,-0.076427366913725,0,0,0,0,0.0847529852702922,0,0
5.61882867920603,0,-0.0920790838746293,-0.10732044329541,0,-0.123222088289257,0.282694217263055,0.344898082046782,0.0215226688981398,0,0,0,0,-0.0344811252618114,0,0,0,0,0,0,0,-0.122200926179563,0,0.0270352263943126,0,0,0.0261299330621279,0,0
5.64501723057006,0,-0.112048213663561,-0.0876492419775953,0,-0.11975052584583,0.283401984738208,0.338360900142053,0,0,0,0,0,0,0,0,0,0,0,-0.0209263290687146,0,-0.0934788375968108,0,0,-0.0203698820278636,0,0.0464509842219741,0,0
5.66033240098371,0,-0.143640392158195,-0.091571828611601,0,-0.125442285784477,0.257613534697936,0.360730276879265,0,0,0,0,0,-0.0418602406296317,0,0,0,0,0,0,0,-0.108531451604579,0,0.0416361283989846,0,0,0,0,0
5.6534869963388,0,-0.0649240967095302,-0.0757584952380696,0,-0.106830437109092,0.245154502520852,0.350917173745446,0,0,0,0,0,-0.0470002646161119,0,0,0,-0.021623492415451,0,0,0,-0.0970891961237217,0,0,0,0,0,0,0
5.66978164931815,0,-0.123333163474707,-0.0875312600650977,0,-0.112165169062235,0.269732284868535,0.346036174959267,0,0,0,0,0,-0.0656392400651285,0,0,0,-0.010933180405891,0,0,0,-0.155712995932337,0,0,0,0,0,0,0
5.65909165601968,0,-0.0540362719233128,-0.0790002218425721,0,-0.122952464821198,0.244934557540276,0.344607753336441,0,0,0,0,0,-0.0852756273359691,0,0,0,-0.0208480404094855,0,0,0,-0.10262035067713,0,0,0,0,-0.00272211770926014,0,0
5.6712085354381,0,-0.0900292979488674,-0.125595220501826,-0.0104100332325925,-0.113581512481591,0.290893119086293,0.32170569365176,0.0285000725197605,0,0,0,0,0,0,0,0,0,0,0,0,-0.0805735508105837,0,0,0,0,0.0707661516277229,0,0
5.63602646540078,0,-0.138078296427882,-0.09325223917186,-0.0453019222033547,-0.13279903653083,0.296842448082241,0.301523204289599,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108241368642421,0,0,0,0,0.0367171489435659,0,0
5.64028099992905,0,-0.0638073440683085,-0.0972695991289917,0,-0.0865108884383655,0.267184182347854,0.313979308579009,0.0515703163212966,0,0,0,0,0,0,0,0,-0.0152713905811267,0,0,0,-0.110146815983597,0,0,0,0,0,0,0
5.63456562341431,0,-0.130207000123099,-0.0809594935801736,0,-0.116389443171199,0.287016136350133,0.32820723242697,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0799626492028376,0,0,0,0,0.0516898255012374,0,0
5.62987290801233,0,-0.091263247764009,-0.105543525638637,0,-0.126892134377415,0.27254825653905,0.365762627610453,0.0327858568168674,0,0,0,-0.0293825628230543,0,0,0,0,0,0,0,0,-0.0806107011385892,0,0,0,0,0.0440284880782061,0,0
5.65167310151117,0,-0.134792190775601,-0.0973108117995166,0,-0.133885467911819,0.278120003460051,0.310960288322505,0,0,0,0,0,-0.0494255949146043,0,0,0,0,0,0,0,-0.0982715614930088,0,0,-0.0686347773151452,0,0.0319213489833727,0,0
5.64974741769451,0,-0.123594430773711,-0.128743410437194,0,-0.120686794441108,0.26222610327334,0.337564072062943,0,0,0,0,0,-0.0532760490554955,0,0,0,0,0,0,0,-0.0890854338662189,0,0,-0.0572003861498405,0,0,0,0.0227533806742947
5.66426422447783,0,-0.100067861491715,-0.0801077266990374,0,-0.11975577148174,0.294729422665622,0.322561360933678,0,0,0,0,0,-0.0415960866030071,0,0,0,0,0,0,0,-0.0838605229222381,0,0,0,0,0.0563583831407072,0,0.0201335730442185
5.66785126719223,0,-0.0844784855687892,-0.110558133021099,0,-0.124064954688054,0.229576764911444,0.374878932731817,0,0,0,0,0,-0.0827773466897584,0,0,0,-0.0176452724822106,0,-0.0382949288766203,0,-0.081649377064388,0,0.0429595679346301,0,0,0,0,0
5.63848090821465,0,-0.07449964880093,-0.0796016858009854,0,-0.109466302452212,0.253804275702667,0.355206562583697,0,0,0,0,0,0,0,0,0,-0.013264696533444,0,0,0,-0.122501769745188,0,0,0,0,0,0,0
5.6214862116369,0,-0.057083523544592,-0.113464109078727,0,-0.101316309883366,0.255565934935116,0.308544804502338,0,0,0,0,0,0,0.0166186331433099,0,0.0263584639758988,0,0,0,0,-0.0892008744834347,0,0,0,-0.0494914674278368,0,-0.010308260065949,0.108253988367902
5.65453682180719,0,-0.131331918800289,-0.102165753298198,0,-0.134261581917557,0.248898731477873,0.367129799440785,0,0,0,0,0,-0.0624904259531624,-0.0344321715700437,0,0,0,0,0,0,-0.11129259025679,0,0.0461123630962856,-0.0566370147896613,0,0,0,0
5.64150543689522,0,-0.133066567437219,-0.0743858491143743,0,-0.0937002693751341,0.266545071870346,0.342024177556995,0,0,0,0,0,-0.0242391666809419,0,0,0,0,0,0,0,-0.112710561544148,0,0,-0.0675277313524898,0,0,0,0
5.65864075327245,0,-0.10246862052904,-0.0954680173030091,0,-0.13858801979711,0.262402141704823,0.368310062792371,0,0,0,0,0,-0.0579474956942189,0,0,0,0,0,0,0,-0.0943573309330509,0,0,-0.0145196147907298,0,0.0464586873527444,-0.0333403658167786,0
5.66039789331903,0,-0.117978935016011,-0.0615705662248681,0,-0.138615014503209,0.300243175304075,0.344589586949564,0,0,0,0,0,0,0,0,0,0,0,0,0.0080264048766996,-0.0877588176517763,0,0,0,0,0.0768961060253427,0,0
5.65629163611363,0,-0.12038510568307,-0.0967838446468568,0,-0.135320745898164,0.242181586440381,0.320489271611816,0,0,0,0,0,-0.0338893635654416,0,0,0,0,0,0,0,-0.0814074078844355,0.0539436856105847,0,-0.0681147553973369,0,0.0202807526274013,0,0
5.64865595341847,0,-0.158231115323078,-0.0742569659076412,0,-0.12412907343455,0.30488690463501,0.338085924605209,0,0,0,0,0,-0.038038094026414,0,0,0,0,0,0,0,-0.135427811181926,0,0,0,0,0.0266020098517346,0,0
5.65352072922459,0,-0.119318656771326,-0.0949180351905261,0,-0.122738813923752,0.270415936949933,0.338139072527815,0,0,0,0,0,-0.0394734912126704,0,0,0,0,0,0,0,-0.102422262266489,0,0,0,0,0.0420042163807997,0,0
5.67793463747054,0,-0.148102702493234,-0.101402655957003,0,-0.116022692229349,0.309698815300244,0.351115099993794,0,0,0,0,0,-0.0286652201421721,0,0,0,0,0,0,0,-0.133887407814075,0,0.0154283354819676,0,0,0,0,0
5.67177210965125,0,-0.113966390528742,-0.0762179163754947,0,-0.120947650923626,0.305456492638666,0.325349300441277,0,0,0,0,0,-0.0489905327197767,0,0,0,0,0,0,0,-0.0859994710971611,0,0,-0.0625690339073315,0,0.0729386592567036,0,0
5.63911744889863,0,-0.12474979531103,-0.104683099840954,0,-0.092040106998498,0.291600077811731,0.356127132052544,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0928163891761377,0,0,0,0,0.0514438038579431,0,0
5.63454960448132,0,-0.0831849124835465,-0.103909148316658,0,-0.11293995142063,0.252428323101688,0.348282980314202,0,0,0,0,0,-0.0203298507104134,0,0,0,-0.0119556820981015,0,0,0,-0.108311987312384,0,0,0,0,0,0,0
5.62691737550155,0,-0.145601206539884,-0.075863608039755,0,-0.124825163814789,0.252873950415754,0.340930840487594,0,0,0,0,0,0,0,0.0224559035647353,0,0,0,0,0,-0.085646082828835,0,0,-0.0221924407117786,0,0.0323942283316392,0,0
5.66613198642502,0,-0.101681637578956,-0.137262097073061,-0.0588451919018637,-0.159511188110061,0.288865173987512,0.309116976041489,0.038383454549226,0,0,0,0,0,0,0,0,0,0,0,0,-0.0894769134753539,0,0,0,0,0.0451296386921611,0,0
5.62583082281308,0,-0.119763739522735,-0.0923817004297756,0,-0.108028089907315,0.260556004573578,0.35137622514872,0.072383584634508,0,0,0,0,0,0,0,0,0,0,0,0,-0.0786369993238601,0,0.0197368702942398,0,0,0.0141994541789151,0,0.034606614154612
5.66550052556661,0,-0.132107501866719,-0.090387921756527,0,-0.114595306873755,0.286953374379157,0.325872956462439,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101079056638947,0,0.0363575049966293,0,0,0.0265326284091846,0,0
